MSSubClass,LotFrontage,LotShape,X1stFlrSF,TotalBsmtSF,GrLivArea,FireplaceQu,GarageArea,Heating,ExterQual,MasVnrArea,BsmtFinSF1,BsmtUnfSF,CentralAir,SalePrice
70,50,Reg,938,684,2358,NA,0,OthW,TA,0,259,425,N,122000
90,91,Reg,1338,1248,2634,NA,968,GasA,TA,368,500,748,Y,200000
60,70,IR1,858,858,1716,Gd,490,GasA,TA,318,319,539,Y,171000
50,50,Reg,786,698,1176,NA,624,GasA,Gd,0,0,698,Y,134900
50,56,IR1,2053,2033,3238,Ex,666,GasA,Gd,579,816,1217,Y,410000
60,NA,IR1,992,992,1865,TA,839,GasA,Gd,0,735,257,Y,235000
80,102,IR1,1222,570,1920,TA,487,GasA,TA,143,0,570,Y,170000
20,NA,Reg,892,864,892,NA,264,GasA,TA,65,340,524,Y,110000
20,NA,IR1,1078,1078,1078,Fa,500,GasA,TA,0,734,344,Y,149900
160,NA,Reg,769,756,1573,NA,440,GasA,Gd,216,378,378,Y,177500
20,129,Reg,1980,1980,1980,Gd,770,GasA,Gd,66,1447,533,Y,315000
70,51,Reg,990,612,2601,NA,621,GasA,TA,0,0,612,Y,189000
20,124,IR1,1530,1530,1530,Gd,430,GasA,Gd,16,1274,256,Y,260000
50,NA,IR1,1281,715,1738,Gd,368,GasA,TA,0,0,715,Y,104900
60,73,IR1,616,616,1412,Gd,432,GasA,TA,0,0,616,Y,156932
160,30,Reg,520,600,1200,NA,480,GasA,Gd,0,0,600,Y,144152
60,NA,Reg,814,814,1674,NA,663,GasA,Gd,0,533,281,Y,216000
60,68,IR1,882,873,1790,NA,588,GasA,Gd,158,633,240,Y,193000
160,41,Reg,925,757,1475,TA,336,GasA,TA,0,548,36,Y,127000
120,NA,Reg,848,848,848,NA,420,GasA,Gd,170,685,163,Y,144000
20,48,IR2,1668,1657,1668,TA,502,GasA,Gd,171,370,315,Y,232000
50,90,Reg,840,840,1374,NA,338,GasA,Fa,0,315,420,Y,105000
80,80,Reg,1661,992,1661,TA,377,GasA,TA,0,831,161,Y,165500
60,75,Reg,1108,1108,2097,TA,583,GasA,TA,0,975,133,Y,274300
20,NA,Reg,2633,2633,2633,Gd,804,GasA,Ex,705,1282,1351,Y,466500
60,85,Reg,1026,1026,1958,Gd,936,GasA,Gd,0,0,1026,Y,250000
20,89,IR1,1571,1571,1571,Gd,722,GasA,Gd,80,0,1571,Y,239000
30,52,Reg,790,768,790,NA,160,GasA,TA,0,384,384,N,91000
50,60,Reg,984,984,1604,NA,660,GasA,TA,0,408,156,Y,117000
160,21,Reg,483,483,987,NA,264,GasA,TA,408,309,174,Y,83000
80,73,Reg,754,384,1394,NA,400,GasA,TA,0,0,384,Y,167500
30,45,Reg,864,864,864,NA,200,GasA,TA,0,203,661,N,58500
20,NA,IR1,2117,1205,2117,Gd,550,GasA,TA,0,865,340,Y,237500
70,60,Reg,998,596,1762,NA,576,GasA,TA,0,0,596,Y,157000
30,NA,Reg,1416,816,1416,NA,576,GasA,TA,0,0,816,Y,112000
50,60,Reg,698,560,1258,NA,280,GasA,TA,0,204,356,Y,105000
50,40,Reg,796,796,1154,NA,240,GasA,TA,0,735,61,Y,125500
60,80,IR1,1392,1392,2784,TA,564,GasA,TA,184,790,133,Y,250000
50,60,Reg,1664,714,2526,Gd,216,GasW,TA,0,168,0,N,136000
20,42,IR1,1746,1746,1746,Gd,758,GasA,Ex,160,1320,426,Y,377500
50,60,Reg,869,735,1218,Gd,440,GasA,TA,0,375,360,Y,131000
20,70,Reg,1525,1525,1525,NA,541,GasA,Gd,244,1400,125,Y,235000
90,65,Reg,1584,1584,1584,NA,792,GasA,TA,0,0,1584,Y,124000
85,68,Reg,900,864,900,Po,288,GasA,TA,0,769,95,Y,123000
190,60,Reg,1221,482,1912,TA,672,GasA,TA,0,0,482,N,163000
120,53,Reg,1500,1356,1500,Gd,648,GasA,Gd,45,1070,286,Y,246578
60,88,IR1,1133,1094,2482,Gd,642,GasA,Gd,245,0,1094,Y,281213
20,NA,IR1,1687,747,1687,TA,572,GasA,TA,0,353,60,Y,160000
70,51,Reg,939,939,1513,NA,180,GasA,TA,0,0,939,Y,137500
50,60,Reg,1136,1208,1904,NA,240,GasA,TA,0,180,676,Y,138000
50,51,Reg,1160,976,1608,Gd,216,GasA,TA,0,264,712,Y,137450
50,50,Reg,950,862,1158,Gd,208,GasA,TA,0,0,862,Y,120000
60,62,IR1,864,839,1593,TA,398,GasA,TA,0,759,80,Y,193000
20,64,Reg,1294,1286,1294,Gd,662,GasA,Gd,0,0,1286,Y,193879
20,49,IR1,1464,1485,1464,NA,754,GasA,Gd,84,929,556,Y,282922
50,60,Reg,694,672,1214,NA,936,GasA,TA,0,0,672,Y,105000
120,44,IR1,1646,1594,1646,Gd,482,GasA,Gd,174,1373,221,Y,275000
85,70,Reg,768,768,768,NA,396,GasA,TA,0,656,112,Y,133000
20,NA,IR1,833,833,833,NA,0,GasA,TA,0,625,208,Y,112000
70,60,Reg,741,622,1363,NA,528,GasA,TA,0,0,622,Y,125500
60,46,IR1,1236,791,2093,TA,542,GasA,TA,123,0,791,Y,215000
60,79,Reg,944,944,1840,NA,622,GasA,Gd,0,666,278,Y,230000
50,80,Reg,1112,856,1668,NA,271,GasA,TA,0,120,736,Y,140000
90,60,Reg,1040,0,1040,NA,420,Wall,TA,0,0,0,N,90000
20,88,IR1,1844,1844,1844,Gd,620,GasA,Gd,366,976,868,Y,257000
50,64,Reg,1053,833,1848,Gd,370,GasA,TA,0,0,833,Y,207000
120,51,Reg,1569,1386,1569,TA,660,GasA,Gd,130,988,398,Y,175900
190,60,Reg,1246,777,2290,NA,560,GasA,TA,0,0,777,Y,122500
60,NA,IR1,1310,1284,2450,TA,1069,GasA,Gd,731,781,503,Y,340000
20,71,Reg,1144,1144,1144,NA,336,GasA,TA,0,25,247,Y,124000
20,NA,IR1,1844,1844,1844,TA,540,GasA,Gd,312,1110,734,Y,223000
60,90,Reg,708,708,1416,TA,776,GasA,TA,420,404,304,Y,179900
120,53,Reg,1069,1069,1069,Fa,440,GasA,TA,0,360,709,Y,127500
120,37,Reg,848,848,848,NA,420,GasA,Gd,170,686,162,Y,136500
80,NA,IR1,1575,697,2201,Gd,432,GasA,Gd,0,0,697,Y,274970
20,NA,Reg,1344,1024,1344,TA,484,GasA,TA,0,457,193,Y,144000
20,80,IR1,1252,1252,1252,NA,528,GasA,Gd,243,0,1252,Y,142000
60,81,IR1,1223,1223,2127,TA,525,GasA,Gd,448,1000,223,Y,271000
50,60,Reg,1048,913,1558,TA,288,GasA,TA,0,580,333,Y,140000
30,60,Reg,804,788,804,Gd,240,GasA,TA,294,510,278,Y,119000
20,NA,IR1,1440,1440,1440,TA,467,GasA,Gd,310,678,762,Y,182900
60,60,IR3,734,732,1838,Gd,372,GasA,Gd,0,0,732,Y,192140
120,NA,IR1,958,958,958,NA,440,GasA,TA,0,958,0,Y,143750
30,60,Reg,968,656,968,NA,216,GasA,TA,0,0,656,Y,64500
60,93,IR1,962,936,1792,TA,451,GasA,TA,318,0,936,Y,186500
20,80,Reg,1126,1126,1126,Gd,484,GasA,TA,0,936,190,Y,160000
20,80,Reg,1537,1319,1537,Gd,462,GasA,Gd,237,0,1319,Y,174000
20,60,Reg,864,864,864,NA,528,GasA,TA,0,616,248,Y,120500
20,96,Reg,1932,1932,1932,Gd,774,GasA,Ex,426,1336,596,Y,394617
20,90,Reg,1236,912,1236,NA,923,GasA,TA,0,600,312,Y,149700
60,80,Reg,1040,539,1725,TA,550,GasA,TA,96,315,114,Y,197000
70,79,IR1,1423,588,2555,Gd,672,GasA,TA,0,0,588,Y,191000
120,NA,Reg,848,848,848,TA,420,GasA,Gd,147,697,151,Y,149300
60,85,Reg,1026,1017,2007,Ex,812,GasA,Ex,160,765,252,Y,310000
30,NA,Reg,952,952,952,Gd,192,Grav,TA,0,0,952,N,121000
20,63,Reg,1422,1422,1422,NA,626,GasA,Gd,106,0,1422,Y,179600
85,70,Reg,913,814,913,NA,240,GasA,TA,0,187,0,Y,129000
20,NA,IR1,1188,1188,1188,NA,312,GasA,TA,189,593,595,Y,157900
60,80,Reg,1220,1220,2090,TA,556,GasA,Gd,438,1079,141,Y,240000
50,70,Reg,796,560,1346,NA,384,GasA,TA,0,0,560,N,112000
180,21,Reg,630,630,630,NA,0,GasA,TA,0,553,77,Y,92000
90,60,Reg,896,896,1792,NA,0,GasA,TA,0,0,896,Y,136000
20,78,Reg,1578,1573,1578,Gd,840,GasA,Gd,194,0,1573,Y,287090
180,35,Reg,1072,547,1072,NA,525,GasA,TA,80,547,0,Y,145000
20,90,Reg,1140,1140,1140,NA,0,GasA,TA,0,0,1140,Y,84500
20,62,Reg,1221,1221,1221,NA,400,GasA,Gd,0,410,811,Y,185000
60,62,Reg,953,953,1647,TA,460,GasA,TA,0,0,953,Y,175000
20,85,Reg,2073,1542,2073,TA,500,GasA,TA,119,790,589,Y,210000
70,66,Reg,1188,1152,2340,Gd,252,GasA,Ex,0,275,877,Y,266500
20,68,Reg,1078,1078,1078,NA,240,GasA,TA,0,49,0,Y,142125
20,75,Reg,1256,1256,1256,NA,276,GasA,Gd,0,830,136,Y,147500
